Can a road used to achieve a common goal of transportation be used for bikes?	Text	64
What color is the pistil of a Astrophytum Myriostigma?	MM	40
Can a salt chlorinator be used to produce a greenish-yellow gas?	Text	64
What color is the pistil of a Streptocarpus caulescens?	MM	40
Can a single Adenium obesum plant create multiple flowers?	MM	64
What color is the presenter podium for the WWE Hall of Fame?	MM	40
Can a small chili be purchased for the same price as a side salad at the Wendy's on Monterey Road?	MM	64
What color is the pyramidal roof on the United Church of Christ, Elizabethtown, NY?	MM	40
Can a visitor sitting in Schenley Plaza see both The Cathedral of Learning and the Carnegie Library?	MM	64
What color is the qubba of the Zahir Mosque?	MM	40
Can acetic acid and perchloric acid both be corrosive?	Text	64
What color is the race track that goes around the field at Molson Stadium?	MM	40
Can all four legs of the chair be seen in both The Carnation and The Garland by Thomas Wilmer Dewing?	MM	64
What color is the railing lining the Charles River Charlesgate Yacht Club?	MM	40
Can an American flag be found flying at both the Astronaut Hall of Fame and The Alabama Sports Hall of Fame?	MM	64
What color is the railing on the walkway above the rail tunnel at Shibuya_Station?	MM	40
Can an Ink and Paint Shop be found at Disney?	MM	64
What color is the railing on the walkway leading up to the High Museum of Art?	MM	40
Can an abstract data type with the addition of polymorphism and inheritance be a value in memory that is referenced by an identifier?	Text	64
What color is the rear most part of a spiny flower mantis?	MM	40
Can an acronym be considered an abbreviation?	Text	64
What color is the reflective portion of the giant fish structure at Vila Olimpica in Barcelona?	MM	40
Can an average sized person on a bike ride under the Berlin Alexanderplatz world time clock without hitting their head?	MM	64
What color is the ribbon on the man's hat in Manet's Argenteuil?	MM	40
Can an image of a concentration camp be seen etched into the concrete of the Appellate Division Courthouse?	MM	64
What color is the rim of the inner wheels on the Pedego electric bike "Trail Tracker"?	MM	40
Can an outdoor clock be seen at Holy Trinity Church, Twickenham and on King Street in central Twickenham?	MM	64
What color is the rim of the structure separating the bottom from the top sections of the stands in Etihad Stadium?	MM	40
Can any people be seen in the "The Winkel Mill" painting by Piet Mondrian?	MM	64
What color is the ring around a Red-wattled Lapwing's eye?	MM	40
Can at least 10 clock faces be seen on the Central Station indicator board c.1905 at Powerhouse Museum?	MM	64
What color is the roof of 6 Old Market Square in Płock?	MM	40
Can at least 5 heads be seen surrounding the Santa Maria Assunta, central statue (Grignano Polesine)?	MM	64
What color is the roof of Bavarian Inn Lodge, Frankenmuth, Michigan?	MM	40
Can at least four people ride in the 2006 Harper Type 5?	MM	64
What color is the roof of Christ Church Cathedral in downtown Montreal?	MM	40
Can at least one person be seen in the paintings Adoration of the Magi by Gherardo di Jacopo Starna and Sea by Harue Koga?	MM	64
What color is the roof of The pavilion of Chulalongkorn south of Bispgården, Sweden?	MM	40
Can bikes be parked outside of 122-132 Argyle Street?	MM	64
What color is the roof of both the Grand Palace in Bangkok and the Temple of the Emerald Buddha?	MM	40
Can both LeBron James and Goran Dragic shoot left-handed layups?	MM	64
What color is the roof of both the pavilion of Chulalongkorn south of Bispgården, Sweden and the Thai Pavilion at the National Museum in Bangkok?	MM	40
Can both The Bishop's cap plant and the Eastern prickly pear be bereft of blossoming flowers at times?	MM	64
What color is the roof of the Campanile of St. Mark's Basilica?	MM	40
Can both Veraci Pizza and trees be found near Olympic Sculpture Park?	MM	64
What color is the roof of the Christianshavn in Copenhagen, Denmark?	MM	40
Can both Zara and trees be found at the Hollywood Walk of Fame?	MM	64
What color is the roof of the Churei topagoda?	MM	40
Can both a flag and engraved words be found on the New York Appellate Building?	MM	64
What color is the roof of the College of Engineering, Architecture, Fine Arts and Computing Sciences Building (CEAFACS) located in Batangas State University?	MM	40
Can both a train track and a body of water be found near the Aqua skyscraper?	MM	64
What color is the roof of the Pavilion of Thailand on Notre-Dame Island?	MM	40
Can both able-bodied people and people with physical disabilities participate in the Olympic Torch relay?	MM	64
What color is the roof of the Upside Down house in Poland?	MM	40
Can both arched windows and rectangular windows be seen in the buildings surrounding the Dupont Circle Fountain in Washington, D.C.?	MM	64
What color is the roof of the building with three domes in Mitte, Berlin, Germany?	MM	40
Can both evergreen trees and deciduous trees be found at Dragon Challenge?	MM	64
What color is the roof of the gazebo in Hammer Heritage Square in Sedro-Woolley?	MM	40
Can both flag poles and tents be found in Schenley Park?	MM	64
What color is the roof of the small castle in Horušice, Czech Republic?	MM	40
Can both hot sausages and flags be found at Schenley Plaza?	MM	64
What color is the roof of the studio art building at Reed College?	MM	40
Can both squash and cakes be found at Hogsmeade at the Wizarding World of Harry Potter at Universal Studios Hollywood?	MM	64
What color is the roof on St. Mungo's Cathedral in Glasgow, Scotland?	MM	40
Can both the Amanita Phalloides and  Mycena Lohwagii mushrooms grow straight out of the soil?	MM	64
What color is the roof on the Baseball Hall of Fame Library?	MM	40
Can both the Amanita muscaria and Entoloma clypeatum have flat caps?	MM	64
What color is the roof over the bay window at Dolly's on Creek Street, Ketchikan?	MM	40
Can both the Empire State Building and the Hudson River be seen from the One World Observatory	MM	64
What color is the roof that covers the main entrance to St Mary's Hospital in Rochester?	MM	40
Can both the Lycoming O-435 and the DEL-120 engine be used in helicopters and planes?	Text	64
What color is the rope cordoning off sections of The Old Library, Trinity College?	MM	40
Can branches of The Church of Jesus Christ of Latter-day Saints and Cathedral of Christ the Living Saviour both be found in Sri Lanka?	Text	64
What color is the rope lining the Isles at the The Old Library, Trinity College in Dublin?	MM	40
Can cars drive around the Plaza de la Constitución in Mexico City?	MM	64
What color is the rose shaped center point of the Aeonium subplanum plant?	MM	40
Can cars drive close by the Slovak Radio Building in Bratislava?	MM	64
What color is the safety line that people must stand behind at the Shibuya Station platform?	MM	40
Can cars drive up La Rambla in Barcelona?	MM	64
What color is the sand at Odaiba Seaside Park in Odaiba, Minato, Japan?	MM	40
Can cars park on the curb both in front of Via Mizner in Palm Beach and  on Astor Street in Chicago?	MM	64
What color is the sculpture in the middle of the park between the buildings of the Telecom Center?	MM	40
Can children make their own pizza at John's?	MM	64
What color is the seating provided at Upminster station District line platform 3?	MM	40
Can columns be seen in United Nations Square and at Voorhies Memorial in Civic Center Park?	MM	64
What color is the second floor of the Fink House 8?	MM	40
Can columns be seen in the architecture of both the Deutsches museum in Munich, Germany and the Bayerisches Nationalmuseum?	MM	64
What color is the shirt of the person riding the horse in the painting "The Horse Race"  by Jean-Louis Forain?	MM	40
Can double decker buses, single level buses, and cars be seen on the Royal Mile, Edinburgh?	MM	64
What color is the sign background on the 9 Ave 99 ¢ fresh pizza , and Steve's pizza at Trinity Place and Cedar Street?	MM	40
Can duplexes and chalet bungalows be more than one story?	Text	64
What color is the sign for Via Rodeo and N. Rodeo Dr.?	MM	40
Can fire escapes be found on the facades of residential buildings in Soho, New York City?	MM	64
What color is the sign for the New Boston custom tailor shop on Khao San East road?	MM	40
Can floral designs be found in both the traditional folk costume of Vestfold county, Norway and traditional Amerindian women clothing?	MM	64
What color is the sign for the Old Mill Inn Restaurant in Dallas,Texas?	MM	40
Can flowers and candles be seen on the Altar de Día de Muertos in Actopan, Hidalgo and the Day of the Dead altar to Frida Kahlo in Orizaba?	MM	64
What color is the sign lettering directly above the entrance of the Royal Court theater, Sloane Square Chelsea London UK?	MM	40
Can flowers be found at both Kadri Park in Mangalore and Light House Hill in Mangalore?	MM	64
What color is the sign next to the tree in front of the Sorenson Visual Arts Center in Wellesley, Massachusetts?	MM	40
Can gay men with breasts be found wearing leopard skin clothing at the gay parade in San Francisco?	MM	64
What color is the sign on the Mayo Civic Center?	MM	40
Can graffiti be found in the pedestrian tunnel at Riverside and along the Naviglio Grande canal in Milan, Italy?	MM	64
What color is the sign on the Sherlock Holmes Museum on Baker Street?	MM	40
Can green plants be seen through the windows at the Yacht Club in Québec and the Cafe Budoonoki?	MM	64
What color is the sign on the exterior of Boscov's Department Store in the Exton Square Mall?	MM	40
Can hair wax and pomade have the same color?	MM	64
What color is the sign on top of Montgomery Plaza in Fort Worth?	MM	40
Can i find a podium in the Opening ceremony, wikimania 2017?	MM	64
What color is the sign that signifies the Bow Road Tube Station to passengers?	MM	40
Can individuals park their bikes on the railings in front of the Seeley Historical Library, in Cambridge university?	MM	64
What color is the silo on the top of the St. Louis City Museum?	MM	40
Can individuals sail their boats at the South Downtown Waterfront in Portland, Oregon?	MM	64
What color is the skin on the face of a Wensleydale sheep?	MM	40
Can individuals sit at the tables at Blaues Tor 1, Berliner Mauer?	MM	64
What color is the small bridge beside Matsumoto Castle?	MM	40
Can individuals sit on the lawn at Bryant Park in New York?	MM	64
What color is the spadix of a Peace Lily?	MM	40
Can individuals sit on the pews at the  main nave of Santo Stefano church?	MM	64
What color is the spire atop the Poughkeepsie Journal building?	MM	40
Can ivy be found on the walls of both sides of Nassau Hall at Princeton University, Princeton, New Jersey?	MM	64
What color is the spongy section of Xerocomus dryophilus?	MM	40
Can large buses and lamp posts be seen in the Royal Mile in Edinburgh?	MM	64
What color is the staircase in the center of the entrance to the Kurhaus, Wiesbaden?	MM	40
Can leaf nose be found on Mountain horseshoe bats?	Text	64
What color is the stalk of a Phallus indusiatus and Amanita multisquamosa?	MM	40
Can lesser stag beetle produce a reflection from its shell?	MM	64
What color is the stalk of the Hydnum umbilicatum?	MM	40
Can light rail stations be found in multiple locations in Utah?	Text	64
What color is the statue at the Albert Memorial?	MM	40
Can more of the sun's heat make it through Mars' atmosphere than Venus' atmosphere?	Text	64
What color is the statue in front of Royal Hospital Chelsea?	MM	40
Can more seating be configured under the jumbotron of the Olympic stadium in Montreal?	MM	64
What color is the statue in front of the Kunsthistorisches Museum in Vienna?	MM	40
Can more than one tree species be found along the La Rambla in Barcelona?	MM	64
What color is the statue of Freddie Mercury outside of the We Will Rock You musical?	MM	40
Can more white squares be seen on the floor of the painting "Lady at The Virginals with a Gentleman" than in the painting "The Art of Painting"?	MM	64
What color is the statue of freedom on the United States capital in Washington?	MM	40
Can motorcycles park outside of Hotel Catalonia Ramblas?	MM	64
What color is the statue on rodeo drive?	MM	40
Can multiple bells be seen front multiple sides of the Tower of Pisa?	MM	64
What color is the statue on top of the Rhode Island State House?	MM	40
Can mustard be found at both Ruby's Diner in Colorado Springs and the Wing Wong in New York City?	MM	64
What color is the steel beam structure supporting the roof of the John F. Kennedy Space Center, Merritt Island, Florida?	MM	40
Can none of Downtown Denver be seen from  the top of Lookout Mountain , CO?	MM	64
What color is the stem and underside of the Destroying angel mushroom?	MM	40
Can old streetcar tracks still be seen in the Historic District of Memphis?	MM	64
What color is the stem of a Phallus hadriani mushroom?	MM	40
Can one always see sunbeams coming down at the front interior of St. Peter's Cathedral?	MM	64
What color is the stem of the Asphodelus aestivus?	MM	40
Can one find a building with at least 4 spherically-shaped protrusions on top of it on Abbey Road in Westminster?	MM	64
What color is the storefront of Admiral Duncan?	MM	40
Can one find a building with red on the outside of it on the Edinburgh Royal Mile?	MM	64
What color is the storefront of Hank's Guitar Shop on Denmark Street?	MM	40
Can one find hotel rooms to stay in within walking distance of the Universal Clock in Alexanderplatz Square in Berlin?	MM	64
What color is the stripe on the front tires of the number 1 car at the "A.J. Foyt: A Legendary Exhibition" at the Indianapolis Motor Speedway Museum?	MM	40
Can one park by the curb in front of 72 Cadogan Square, Knightsbridge, London and in front of the Azerbaijani Embassy, Kensington Court, London?	MM	64
What color is the stripe on the weed matting that the false forget-me-not is sitting on?	MM	40
Can one read the word Prudential while looking up at the Aon Center?	MM	64
What color is the stripe on the wings of the Amarynthis menera stenagramma?	MM	40
Can one see a French flag both outside of the Paris Hotel and while gambling inside of it?	MM	64
What color is the support structure outside of the main entrance to the Imperial College London?	MM	40
Can one see a dome-shaped structure on top of a skyscraper from multiple places on Michigan Ave in Chicago?	MM	64
What color is the table cloth covering the table behind the woman holding a baby in the painting Adoration of the Magi?	MM	40
Can one see a giant Coca Cola Bottle while viewing the Olympic torch statue at Centennial Olympic Park ?	MM	64
What color is the tallest building on Broadway Plaza?	MM	40
Can one see the eyes of the Felines and both the cat painting by Gwen John and cat on a balustrade painting by Théophile Alexandre Steinlen?	MM	64
What color is the tallest nearby building to Christ Church Cathedral in downtown Hartford?	MM	40
Can one see the logo of the CNN building while looking at the large Christmas tree in Centennial Park?	MM	64
What color is the tallest of the colorful rectangles in the painting Composition with Red, Yellow, Black, Blue and Grey by Piet Mondrian?	MM	40
Can one watch the sunset over the water from Olympic Sculpture Park in Seattle?	MM	64
What color is the tape strung between the poles at the 2011 UCI Mountain Bike and Trials World Championships?	MM	40
Can only historic buildings be seen from Tolbooth Steeple at Glasgow Cross in Merchant City, Glasgow, Scotland?	MM	64
What color is the text above the entrance to the Australian Pavilion at Expo 2010?	MM	40
Can only one form of public transportation be found around Pioneer Square?	MM	64
What color is the text below the white paint splash in the street art war graffiti by Jacek Tylicki?	MM	40
Can only palm trees be found at Lincoln Mall?	MM	64
What color is the text on the Cissna Park Water Tower	MM	40
Can palm trees be found at both Ginza Place and  The Ghanta Ghar in Mirzapur?	MM	64
What color is the text on the sign in front of Goldhawk Park Library?	MM	40
Can palm trees be found by both the Cartier store and the clock tower on Worth Avenue?	MM	64
What color is the thin, horizontal line on the Abbey Rd. NW8 signs London?	MM	40
Can palm trees be found on the sidewalk at Avenida Juramento, Belgrano, Buenos Aires like are on the shoreline of the lake at The Rose Garden in Palermo, Buenos Aires?	MM	64
What color is the tile roof on Mason Hall of Pomona College?	MM	40
Can pasha butterflies and Charaxes varanes be found on the same continent?	Text	64
What color is the tiling at the bottom of the spiral staircase at Peabody Institute?	MM	40
Can penguins be found on both sandy beaches and icebergs?	MM	64
What color is the tip of the Australian Hobby's beak?	MM	40
Can people go outside the San Francisco Museum of Modern Art on an upper level?	MM	64
What color is the tip of the Keel-billed Toucan's beak?	MM	40
Can people go up the stairs at Kings Cross Station?	MM	64
What color is the tip of the tail feathers of the Asian Fairy-bluebird?	MM	40
Can people in costumes walk the Hollywood Walk of Fame?	MM	64
What color is the top half of a man's traditional Shinto marraige outfit?	MM	40
Can people reach the statue of liberty from the ground?	MM	64
What color is the top of Fisht Olympic Stadium?	MM	40
Can people see the Seattle Space Needle if they are standing near the Calder Eagle sculpture?	MM	64
What color is the top of a Great Rosefinch's head?	MM	40
Can people sit and walk near the cable car tracks in Bahnhofstrasse, Zurich?	MM	64
What color is the top of the 1955 Hudson Rambler 2-door sedan?	MM	40
Can people sit at the tables near the Suvero statue at Yorkshire Sculpture Park?	MM	64
What color is the top of the bench in between the displays at the Shinise Kinenkan Museum?	MM	40
Can people sit on the grass next to the Eiffel Tower?	MM	64
What color is the top of the head of the Eurasian bullfinch?	MM	40
Can people sit outside and eat near the Glacial Collections shop at SeaWorld Orlando?	MM	64
What color is the top of the spire on the Ford Music Hall on the OBU campus?	MM	40
Can people touch the books in the old Trinity College Library?	MM	64
What color is the top of the windmill tower in Solvang California?	MM	40
Can people use only one door to enter the Holy Cross Parochial School on 240 West 430 Street?	MM	64
What color is the top part of the fence that surrounds the Embassy of the Netherlands in London?	MM	40
Can people walk around the "market cross" building on SOHO Square?	MM	64
What color is the top part of the hand sculpture at the 2020 Taiwan Lantern Festival?	MM	40
Can people walk inside the waterfall pool at the Fort Worth Water Gardens?	MM	64
What color is the top part of the sign in front of Christ Church Cathedral Dublin?	MM	40
Can people walk under the streams of water at the international fountain in Seattle?	MM	64
What color is the top ring around the olympic stadium in London?	MM	40
Can people walk underneath the ceiling that features a completely circular dome at Francisco City Hall?	MM	64
What color is the topmost part of the Gianfranco Ferre on Rodeo Drive?	MM	40
Can people worship at The Sanctuary of Imam Ali ibn Abi Talib in Najaf, Iraq?	MM	64
What color is the topmost part of the flag flying on the Castro?	MM	40
Can pink, green, and navy buildings be seen from the water in Nyhavn in Copenhagen, Denmark?	MM	64
What color is the topside of the solar panels on the ISS in 2009?	MM	40
Can police park in front of New York City Hall?	MM	64
What color is the track and field of The Panathinaiko contemporaneously?	MM	40
Can professional soccer players wear different color cleats when they play?	MM	64
What color is the track at Berlin's Olympic Stadium?	MM	40
Can professional soccer teams use different size fonts for the player numbers on the jerseys?	MM	64
What color is the track at Olympic Stadium in London?	MM	40
Can red be found on some of the letters of both T&T Supermarket in Markham and MiWay's Meadowvale Town Centre Bus Terminal in Mississauga, Ontario?	MM	64
What color is the transparent material in the windows of the sculpture " Device to Root Out Evil"?	MM	40
Can rusting equipment be seen at the abandoned whaling station at Við Áir and the ruins of the Stromness whaling station?	MM	64
What color is the triangle with the largest area in Vassily Kandinsky's Blue Painting?	MM	40
Can screen glare be a problem for some people using computers in Lafayette College Easton PA 63 Skillman Library?	MM	64
What color is the triangular structure that is adjacent to a red-colored triangular structure in the Upside Down House in Huashan?	MM	40
Can sculptures of people be seen in Michelangelo's grave for Julius II and Michelangelo's tomb?	MM	64
What color is the trim around the top and the middle of the front wall of the Florida Institute of Technology Miller Building?	MM	40
Can sec-amyl alcohol be manufactured by hydration of pentene?	Text	64
What color is the trim at the Santa Fe plaza?	MM	40
Can sergeants and regimental sergeant majors operate in the same battalion?	Text	64
What color is the trim detail on the chair that the woman is seated on in the painting Portrait de madame de Verninac by David Louvre?	MM	40
Can smoke be seen billowing in both the paintings Assassinat de Coligny et massacre de la Saint-Barthélemy and the Sack of Magdeburg?	MM	64
What color is the trim in "Broadway," the Main Corridor of the Cellhouse on Alcatraz?	MM	40
Can snow and grass be seen during different times of the year at the Lake Placid Olympic Ski Jumping Complex?	MM	64
What color is the trim on the Library and City Hall in Dayville, Oregon?	MM	40
Can snow and ice sculptures at the Carnaval de Quebec be both artful and functional?	MM	64
What color is the trim on the Pine Cone Apartments in Portland?	MM	40
Can snowsurfers use the Pyeongchang snow course at night?	MM	64
What color is the trim on the building at the corner of Dover Street and Water Street in New York?	MM	40
Can solid carbon be found in the mine that is located in  south central Zimbabwe, about 40 kilometres from the asbestos mining town of Zvishavane in the Midlands province?	Text	64
What color is the underside of both the Common Ringed Plover and the Male House Sparrow?	MM	40
Can someone get their nails done and buy a coffee in the same building as the Castro Theater?	MM	64
What color is the underside of both the Snowy plover and the Wood Warbler?	MM	40
Can someone sitting on the front chairs of The Wembley Tavern look up and see the chimney on top of the building?	MM	64
What color is the underside of the Ethiopian wolf?	MM	40
Can someone staying at Beaver Lake Guest House get the the Mississippi river by boat from the guest house?	Text	64
What color is the underside of the cap of the Lactarius indigo?	MM	40
Can someone watching a film that utilizes RealD 3D cinema technology see both the volume of the objects on the screen as well as the volume of the space around them?	Text	64
What color is the underside of the tail feathers of the African Grey Parrot?	MM	40
Can someone with Colonel rank serve in the US police force?	Text	64
What color is the upside down house in Lee Vining, CA?	MM	40
Can something on the right of the median plane also be present on the back of the coronal plane?	Text	64
What color is the vase in Maggie Laubser's Still Life: Flowers in Vase?	MM	40
Can spirit houses be found in the country that has adopted the Garuda as their national emblem?	Text	64
What color is the vase that holds the flowers in Bouquet of Chrysanthemums by Renoir?	MM	40
Can stars be found on multiple sides of the blocks under the statues at Pioneer Monument in San Francisco?	MM	64
What color is the vegetation that the capybara is grazing on?	MM	40
Can statues of animals be seen on all sides of Nassau Hall at Princeton University?	MM	64
What color is the vertical strip through a Speckled butterflyfish's eye?	MM	40
Can streetlights be found towards the entrance of the Mirage?	MM	64
What color is the village library and post office in Chulkovo?	MM	40
Can students of Southampton School of Medicine receive Medi-Cal?	Text	64
What color is the walkway leading up to the front doors of the Joseph Mark Lauinger Library at Georgetown University?	MM	40
Can surgery correct radial club hand?	Text	64
What color is the window shade outside of the restaurant Rule on Maiden Lane?	MM	40
Can taller buidlings be seen looking from the left side of the head of the Fish sculpture in Barcelona or from the right side of the head?	MM	64
What color is the window trim at Castle crawford house and Upnor Castle House?	MM	40
Can the  Sarcochilus spathulatus have more leaves than the orange blossom orchid?	Text	64
What color is the window trim at the Law Clinic at UNM School of Law in Albuquerque New Mexico and the Richardson Pavilion University of New Mexico?	MM	40
Can the Amazon Basin house all the inhabitants of Manaus?	Text	64
What color is the winning car of the 1955 Indianapolis 500?	MM	40
Can the Augusta and Macon metropolitan areas both partially be found in the same state?	Text	64
What color is the woman wearing at Christ the King Catholic Parish Church in Wimbledon Park?	MM	40
Can the Big Bus Company accommodate passengers in wheelchairs?	MM	64
What color is the woman's dress in Renoir's Bust of a Woman?	MM	40
Can the Bloody Cranesbill grow wedged in between rocks?	MM	64
What color is the woman's headband in Angelica Kauffmann's Portrait of a Young Woman?	MM	40
Can the Bornean slow loris and the Sunda slow loris be found in the same country?	Text	64
What color is the wooden roller coaster on Mission Beach painted?	MM	40
Can the Cathedral of Learning at the University of Pittsburgh seat more than 50 people?	MM	64
What color is the word Union on wall above the tracks in the union TTC station?	MM	40
Can the Charing Cross Railway Station and the Grimshaw Flats both be reached by boat?	MM	64
What color is the word across the top floor of the Enbridge Centre?	MM	40
Can the Common Marmoset climb a tree?	MM	64
What color is the word palladium on the front of the London Palladium Theatre?	MM	40
Can the Eifel tower Las Vegas be viewed across a body of water?	MM	64
What color is the world cup trophy?	MM	40
Can the Empire State Building be seen from the American Copper buildings in New York City?	MM	64
What color is used on multiple walls at the Portland Children's Museum?	MM	40
Can the Eurasian Collared Dove land on a cactus?	MM	64
What color is used on signs at Gurudwara Sis Ganj Sahib and A memorial dedicated to the Sikh Guru Teg Bahadur ?	MM	40
Can the Goddess of Victory's bare foot be seen more clearly on the 1976 or the 1980 Olympic gold medal?	MM	64
What color is visible in both the sign for Fran's Restaurant on College Street, Toronto and the sign for Modcom Computers on the north side of College, west of Spadina, Toronto?	MM	40
Can the Hollywood sign be seen while standing in the street in front of the Golden Tiger Martial Art Supply store on Western Avenue in LA?	MM	64
What color jacket did Andrew Garfield wear at the 2013 San Diego Comic Con International?	MM	40
Can the Kallima inachus formosana camouflage itself as a leaf?	MM	64
What color jacket did the men's gymnastics gold medalist wear at the 2016 Summer Olympics?	MM	40
Can the Madison Square Garden host both ice hockey matches and track and field matches?	MM	64
What color jacket does the Virginia Tech skipper crew wear?	MM	40
Can the Mayo Clinic Guggenheim Building in Rochester, Minnesota reflect light?	MM	64
What color jacket is Mike Tyson wearing at the Heavyweight Exhibit at Boxing Hall of Fame, Luxor Hotel, Las Vegas, Nevada?	MM	40
Can the Mycena alcalina have a darker color on the cap than the Sarcodon imbricatus?	MM	64
What color jacket was worn on the podium by the majority of medalists in the Ski jumping – Boys' individual normal hill event at the 2020 Winter Youth Olympics?	MM	40
Can the Neotropical palm swift be found within the Neotropic zone?	Text	64
What color jacket was worn on the podium by the tallest medalist in the women's 500 meter speed skating event at the 2014 Olympics?	MM	40
Can the Nolichucky River and the Holston Mountain be found in the same state?	Text	64
What color jackets did the police wear during the 2012 Olympic Torch Relay?	MM	40
Can the PWC and the Wedbush buildings be seen from a window inside the Wilshire Grand / Korean Air Building?	MM	64
What color jackets were both British and Finnish athletes wearing at the 2010 Olympic Winter Games Opening Ceremony?	MM	40
Can the Pacific sea nettle and the mangrove red snapper be found in the same ocean?	Text	64
What color jackets were the German women's luge team wearing during the 2010 Olympic medal ceremony?	MM	40
Can the Red-banded Leafhopper have both green and blue colors on its body?	MM	64
What color jersey did women athletes wear during skiing competitions at the 2020 Winter Youth Olympics?	MM	40
Can the River Tay and the River Ure both be found in the same country?	Text	64
What color jersey was Martin Rulsch when competing in the 2020 Winter Youth Olympics Men's Individual ski jump?	MM	40
Can the Washington Monument be seen from the Jefferson Memorial?	MM	64
What color jerseys were worn at the Lillehammer 2016 Snow cross men final?	MM	40
Can the Zuni and Mitsubishi AAM-4 be used for the same type targets?	Text	64
What color jumpsuit did the runner for the 2012 Olympic torch relay wear?	MM	40
Can the advertising change at the Pavilion Shopping Centre during different times?	MM	64
What color kneepads did #11 on Algeria's women's volleyball team wear during their match against Japan at the 2012 Olympics?	MM	40
Can the agricultural drone carry aircraft ordnance such as missiles?	Text	64
What color lamp posts can be found in front of the Performing Arts Building at Reed College?	MM	40
Can the color of the NYC 9-11 Memorial Tribute change?	MM	64
What color lamp posts would you find along Main St. in downtown Blacksburg?	MM	40
Can the compound used for fishless cycling of a new fish tank be harmful to goldfish?	Text	64
What color lanterns were strung up in Soho and Chinatown for the Chinese New Years celebrations?	MM	40
Can the floor of Madison Square Garden be transformed for different events?	MM	64
What color legs does a White-tailed Lapwing have?	MM	40
Can the fountains in front of the Sheikh Lotfallah Mosque in Iran turn on and off?	MM	64
What color lettering is on the Toulouse Tiles on Decatur street?	MM	40
Can the greater flameback and the Red-backed flameback both be found in China?	Text	64
What color light is projected on the base of the exterior of the Lloyd's Insurance building at night?	MM	40
Can the gulper catfish and the bearded catfish be found in the same country?	Text	64
What color light is shared by the signs for the NBC Studios and the Radio City Music Hall in NYC?	MM	40
Can the height of Mount Siple at 3,110 meters match the thickness of the East Antarctic Ice Sheet?	Text	64
What color lighting was used to illuminate the stage when Tricky performed at the 2014 Positivus festival?	MM	40
Can the horse statue in St Martinsdom reflect light?	MM	64
What color lights accent the main entrance of the T-Mobile arena in Las Vegas?	MM	40
Can the malachite sunbird and the Marico sunbird both be found on the same continent?	Text	64
What color lights are found on the NYPD Ford Police Interceptor Utility vehicle?	MM	40
Can the mane of the sable antelope be of contrasting color to its coat?	MM	64
What color lights are just above the bumper on a Oldtimer Mercedes-Benz 170?	MM	40
Can the petals of the "Ballerina" rose have more than one color in the same flower?	MM	64
What color lights are used in both the Ballys sign and the Eiffel Tower replica on the Las Vegas strip?	MM	40
Can the purple part of the Shanghai tower be seen at all times and from all angles?	MM	64
What color lights glow from the corners of the top of the Alexanderplatz tower at night?	MM	40
Can the signs for the Gibson Beale Street Showcase and B.B. King's Blues Club light up at night?	MM	64
What color lights glow from the windows of the Notre-Dame Basilica in Montreal at night?	MM	40
Can the sole currency of Monaco be used in New Caledonia and French Polynesia?	Text	64
What color lights illuminate the Sydney Olympic Park?	MM	40
Can the spectators sit in blue chairs at the CSKA Universal Sports Hall in Moscow and the Kelvin Hall International Sports Arena?	MM	64
What color lights illuminate the olympic park in Sydney at night?	MM	40
Can the star of Sean-Diddy Combs be found immediately adjacent to the star of Groucho Marx on the Hollywood Walk of Fame?	MM	64
What color line on a curb denotes it being a bus stop by San Francisco International Airport?	MM	40
Can the steeple of the Harvard Memorial Church be seen in the dark?	MM	64
What color lines are painted on the street outside of the Christ Church Cathedral in Dublin, Ireland?	MM	40
Can the surface type of the stadium floor at the Munich Olympic Stadium be changed out?	MM	64
What color lining does the opening to the pouch of Apes abroad-Jug Plant have?	MM	40
Can the surfaces of the running track and center field at the Barcelona Olympic Stadium be changed out?	MM	64
What color liquid is being wrung out by the woman in Vermeer's painting Saint Praxedis?	MM	40
Can the tables in King's College Library be set up for both group and individual projects?	MM	64
What color loincloths were worn during the Opening Ceremony of the 2008 Summer Olympics?	MM	40
Can the term hypothesis be used in different professional and research contexts?	Text	61
What color manes and tails are on the horses in Two Horsemen in a Landscape Painting?	MM	40
Can the term wrinkles be used to describe a common result of skin aging and also as a name for a clown?	Text	64
What color marker is used to identify both the George Eliot home and the Hilaire Belloc home as historical sites?	MM	40
Can the two parties communicate simultaneously in an interpersonal communication?	Text	64
What color markers are used on the food signage at Pike Place Market?	MM	40
Can the women in Two Women by the Shore see the boat on the water?	MM	64
What color neck do both the Casuarius unappendiculatus and the Merops apiaster have?	MM	40
Can two astronauts be in the Zvezda Service Module at once?	MM	64
What color of brick frames some of the windows on the Jugendstil building on Alberta Street in Riga?	MM	40
Can two wavy lines be seen on both entrances to Petit Palais in Paris?	MM	64
What color of clothing did the people who carried Olympic flag at the 2014 Winter Olympics opening ceremony wear?	MM	40
Can visitors lie against the display of the African Bush Elephant inside the Smithsonian?	MM	64
What color of floor was used for the WWE Hall Of Fame 2014 and 2015 induction?	MM	40
Can water be found near both Malmö Castle and Egeskov Slot?	MM	64
What color of flowering plants do the windows of the Imperial Arms building in Earls Court and the Atlas building in Earls Court share?	MM	40
Can water be found near both the Stage Pavilion of Fangjian House and Bang Pa-In?	MM	64
